序号,单词,音标,释义
203,profuse,/pr??fju?   s/,大量（产生）的；丰富的；充沛的  produced or existing in large quantities
204,exponential,/??ksp???n?n??l/,快速增长的  Exponential means growing or increasing very rapidly.
205,carping,/'kɑ:pi?/,"吹毛求疵   If  you  say  that  someone  is  carping,  you  mean  that  they  keep  criticizing  or  complaining  about
someone or something, especially in a way you think is unnecessary or annoying."
206,assail,/??se?l/,(用言词等)攻击，抨击；非难  to attack or criticize (someone or something) in a violent or angry way
207,barrage,/?b?rɑ?   ?/,"连续对(某人)发问(或指责,  抱怨) bombard (someone) with questions, criticisms, or complains"
208,recluse,/r??klu?   s/,"隐居者,  隐士  A recluse is a person who lives alone and deliberately avoids other people."
209,timorous,/?t?m?r?s/,胆怯的；缺乏自信的；易受惊吓的  lacking confidence and easily frightened：fearful/trepid
210,alpha,/??lf?/,"1.  希腊字母中的第一个字母  the 1st letter of the Greek alphabet
2.  开端；最初  the beginning of a series or sequence"
211,tendency,/?t?nd?ns?/,趋势，倾向  an inclination towards a particular characteristic or type of behaviour
212,dejected,/d??d??kt?d/,沮丧的，情绪低落的  sad and depressed; dispirited
213,din,/d?n/,(持久的)嘈杂声，喧闹声  a loud unpleasant noise that continues for a long time
214,hypnotic,/h?p?n?t?k/,"催人入眠的，使人昏昏欲睡的  making you feel tired or unable to pay attention to anything else, especially
because of a regularly repeated sound or movement"
215,preeminent,/pri?   ??m?n?nt/,"杰出的，卓越的，优秀的     If  someone  or  something  is  preeminent  in  a  group,  they  are  more  important,
powerful, or capable than other people or things in the group."
216,devoid of,/d??v??d/,"毫无某物，完全没有某物  to be completely lacking in something, especially a good quality"
217,betoken,/b??t??k?n/,预示；显示…的征兆  to be a sign of something
218,elaborate,/?'l?b?re?t/,"1. ADJ  详尽的；复杂的     having a lot of small parts or details put together in a complicated way
2. ADJ  精心制作的  carefully planned and organized in great detail
3. V  详尽说明；阐述  to give more details or new information about something"
219,vex,/v?ks/,"( 尤指以琐事) 使烦恼， 使生气   make  someone  feel  annoyed,  frustrated,  or  worried,  especially  with  trivial
matters"
220,dauntless,/?d??   ntl?s/,勇敢的，无畏的  confident and not easily frightened
221,pontifical,/p?n?t?f?k?l/,(说话)武断的，专横的，自负的  speaking as if you think your judgment or opinion is always right
222,decorate,/?d?k??re?t/,装饰，布置，美化  to make something look more attractive by putting something pretty on it
223,regret,/r??ɡr?t/,后悔(做了某事)；对…感到遗憾  to feel sorry about something you have done and wish you had not done it
224,progeny,/?pr?d??n?/,"(人,  动物,  植物)  后代，后裔  a descendant or the descendants of a person, animal, or plant; offspring"
225,witter,/?w?t?/,絮叨；  啰唆  to talk a lot in a boring way or about something unimportant
226,scad,/sk?d/,大量[大批]某物  scads of sth：large numbers or quantities of something
227,deride,/d??ra?d/,嘲笑，嘲弄，讥讽  to make remarks or jokes that show you think someone or something is silly or useless
228,palatable,/?p?l?t?b?l/,"1.  美味的，可口的  palatable food or drink has a pleasant or acceptable taste
2. (主意、建议等)合意的，可接受的  an idea, suggestion etc that is palatable is acceptable or satisfactory"
229,machination,"/,m?ki'nei??n/",阴谋；诡计  a scheming or crafty action or artful design intended to accomplish some usually evil end
230,willful,/'wilful/,"1.  任性的,  固执的,  执拗的   having  or  showing  a  stubborn  and  determined  intention  to  do  as  one  wants, regardless of the consequences or effects
2.  ( 不道德或非法行为或疏漏)   故意的,   存心的    (of  an  immoral  or  illegal  act  or  omission)  intentional;
deliberate"
231,belligerent,/b??l?d??r?nt/,敌对的；好斗的；好寻衅的  very unfriendly and wanting to argue or fight：aggressive
232,diligent,/?d?l?d??nt/,勤奋的，勤勉的  someone who is diligent works hard and is careful and thorough
233,iniquitous,/i'nikwit?s/,极不公正的；邪恶的  very unfair and morally wrong
234,contrite,/'k?ntrait/,"悔恨的  If you are contrite, you are very sorry because you have done something wrong.  ：  remorseful
repentant"
235,aloofness,/?'lu:fnis/,冷漠；高傲；超然离群  removed or distant either physically or emotionally
236,thrifty,/?θr?ft?/,"节俭的;   节省的;   节约的   If  you  say  that  someone  is  thrifty,  you  are  praising  them  for  saving  money,  not
buying unnecessary things, and not wasting things."
237,villain,/?v?l?n/,"1.  恶棍  A villain is someone who deliberately  harms other people or breaks  the law in order to get  what he or she wants.
2. (小说、电影、戏剧中的)  反面主角  The villain in a novel, movie, or play is the main bad character."
238,misery,/?m?z?r?/,"痛苦,  苦恼；苦难  a state of feeling of great distress or discomfort of mind or body"
239,wry,/ra?/,"啼笑皆非的，苦笑的  a wry expression or wry humour shows that you know a situation is bad, but you also
think it is slightly amusing"
240,degradation,"/,deɡr?'dei??n/","降格,  退化,  堕落  the condition or process of degrading or being degraded"
241,fawning,/'f?:ni?/,奉承的；摇尾乞怜的  attempting to win favor from influential people by flattery
242,incidental,"/,insi'dent?l/","1.  偶然发生的  occurring merely by chance or without intention or calculation
2.  附带的,  伴随的,  非主要的  accompanying but not a major part of something: minor, less important"
243,resolute,/?r?z??lu?   t/,"坚决的，坚定的  doing something in a very determined way because you have very strong beliefs, aims etc
unwavering"
244,retaliation,"/ri,t?li'ei??n/","报复； 反击    the  act  of  doing  something  harmful  or  unpleasant  to  someone  because  they  have  done
something harmful or unpleasant to you：revenge"
245,forefather,/?f??   ?fɑ?   ??/,"祖宗  Your forefathers are your ancestors, especially your male ancestors."
246,substantial,/s?b?st?n??l/,大量的，多的  large in amount or number
247,validate,/?v?l??de?t/,"证实；使生效；使合法化  to prove that something is true or correct, or to make a document or agreement
officially and legally acceptable：confirm"
248,blandishment,/?bl?nd??/,奉承;  哄诱  to seek to persuade or influence by mild flattery; coax
249,penitence,/'penit?ns/,悔过;  忏悔;  愧疚  Penitence is sincere regret for wrong or evil things that you have done.
250,gamely,/?ɡe?ml?/,"勇敢地;  坚决地  If you do something gamely, you do it bravely or with a lot of effort."
251,torment,/'t??   ment/,"折磨，使痛苦  to make someone suffer severe physical or mental pain, often deliberately"
252,testy,/'testi/,不耐烦的；急躁的  impatient and easily annoyed or irritated
253,propose,/pr??p??z/,"提出,  提议,  建议  to put forward (an idea or plan) for consideration or discussion by others"
254,economical,/?i?   k??n?m?k?l/,"1.  经济的;  节省的  Something that is economical does not require a lot of money to operate. For example, a car that only uses a small amount of petrol is economical.
2.  节俭的   Someone  who  is  economical  spends  money  sensibly  and  does  not  want  to  waste  it  on  things that are unnecessary.     A way of life that is economical does not require a lot of money.
3.  简练的  Economical means using the minimum amount of time, effort, or language that is necessary."
255,finagle,/f??ne?ɡ?l/,"诈取,  骗取  to get or achieve by trickery, craftiness, or persuasion; wangle"
256,retiring,/r??ta??r??/,shy and fond of being on one's own  腼腆的，爱独处的
257,minute,/ma?'nju?   t/,"1.  微小的,  极小的  very small: infinitesimal
2.    微不足道的,  无足轻重的  of small importance: trifling
3.  非常仔细的,  缜密的  marked by close attention to details: meticulous"
258,provisional,/pr??v???n?l/,"临时的，暂时的，暂定的  existing or accepted for the present time but likely to be changed in the future; not
permanent：temporary"
259,lachrymose,/?l?kr??m??s/,"1.  流泪的,  爱哭的  given to tears or weeping: tearful
2.  催人泪下的,  悲哀的  tending to cause tears: sad, mournful"
260,impromptu,/?m?pr?mptju?   /,无准备的；即兴的；即席的  done or said without any preparation or planning
261,fabian,/'feibi?n/,"拖延时间的;  小心谨慎的   of,  relating  to,  or  resembling  the  delaying  tactics  of  the  Roman general  Quintus
Fabius Maximus; dilatory, cautious; circumspect"
262,amiable,/?e?m??b?l/,"和蔼可亲的,  友善的  having or displaying a friendly and pleasant manner"
263,cleave to,/kli?   v/,"坚忠于    If  someone  cleaves  to  something  or  to  someone  else,  they  begin  or  continue  to  have  strong
feelings of loyalty towards them."
264,secret,/?si?   kr?t/,秘密的，隐秘的  known about by only a few people and kept hidden from others
265,nouveau riche,/?nu?   v??  ?ri?   ?/,"暴发户   The  nouveau  riches  are  people  who  have  only  recently  become  rich  and  who  have  tastes  and
manners that some people consider vulgar."
266,ingrained,/?n?ɡre?nd/,"(态度或行为)根深蒂固的，难以改变的  ingrained attitudes or behaviour are firmly established and therefore
difficult to change：inveterate"
267,profane,/pr??fe?n/,"1.  渎神的，亵渎上帝的；不敬圣物的  showing a lack of respect for God or holy things : irreverent
2.  世俗的，非宗教的  related to ordinary life, not religion or holy things：secular"
268,artificial,/?ɑ?   t??f???l/,"1.   人造的，人工的   not  real  or  not  made  of  natural  things  but  made  to  be  like  something  that  is  real  or natural
2.  人为的  an artificial situation or quality exists because someone has made it exist, and not because it is really necessary
3. (行为)虚假的，不真挚的，矫揉造作的(含贬义)artificial behaviour is not sincere  –  used to show disapproval"
269,petition,/p??t???n/,"正式请求  If you petition someone in authority, you make a formal request to them."
270,ennui,/??nwi?   /,"(对生活的)倦怠，厌倦  a feeling of being tired, bored, and unsatisfied with your life"
271,assent,/?'sent/,"(经审慎考虑后)同意，赞成  to agree to a suggestion, idea etc after considering it carefully"
272,herald,/'her?ld/,"1. V  预示…的来临  Something that heralds a future event or situation is a sign that it is going to happen or appear.
2. N  预兆  Something that  is a herald of a future event  or situation is a  sign that  it is going to happen or
appear."
273,crotchety,/?kr?t??t?/,坏脾气的;  易怒的  A crotchety person is bad-tempered and easily irritated.  ：grumpy
274,exultant,/?ɡ?z?lt?nt/,"欢欣鼓舞的，自豪的   very  happy  or  proud,  especially  because  you  have  succeeded  in  doing  something:
jubilant"
275,determined,/d??t??   m?nd/,"下定决心的,  决意的  having made a firm decision and being resolved not to change it"
276,funny,/?f?n?/,"1.  好笑的  Someone or something that is funny is amusing and likely to make you smile or laugh.
2.  奇怪的  If you describe something as funny, you think it is strange, surprising, or puzzling."
277,rhetorical,/r??t?r?k?l/,"修辞的，与修辞有关的  using speech or writing in special ways in order to persuade people or to produce an
impressive effect"
278,lackadaisical,/?l?k??de?z?k?l/,无精打采的；懒散的  not showing enough interest in something or not putting enough effort into it
279,vast,/vɑ?   st/,"广阔的，大量的，巨大的  very great in size, amount, degree, intensity, or especially in extent or range"
280,discordant,/d?s?k??   d?nt/,"1. (声音)不协和的，刺耳的  a discordant sound is unpleasant, harsh or jarring because of a lack of harmony
2. (与周围事物)不和谐的，不协调的  strange, wrong, or unsuitable in relation to everything around
3.  不一致的，相互冲突的  not in agreement; disagreeing or incongruous"
281,cupidity,/kju?   ?p?d?t?/,"贪心，贪财，贪婪  very strong desire for something, especially money or property : greed"
282,preface,/?pr?f?s/,(书籍的)序言，前言，绪言；(演讲的)开场白  an introduction at the beginning of a book or speech
283,dupe,/dju?   p/,欺骗，哄骗  to trick or deceive someone
284,preference,/'pref?r?ns/,"偏爱，偏好  if you have a preference for something, you like it more than another thing and will choose it if
you can"
285,chutzpah,/'hutsp?/,"胆大妄为，勇气   personal confidence or  courage that  allows someone  to do  or say  things  that may  seem
shocking to others"
286,consent,/k?n'sent/,"同意  If you consent to something, you agree to do it or to allow it to be done."
287,besmirch,/b??sm??   t?/,诽谤;  中伤  to cause harm or damage to the reputation of someone or something
288,demean,/d??mi?   n/,降低…的身份;  贬低  To demean someone or something means to make people have less respect for them.
289,premonition,/?pr?m??n???n/,"( 常为不祥的)   预感   If  you  have  a  premonition,  you  have  a  feeling  that  something  is  going  to  happen,
often something unpleasant."
290,depravity,/d??pr?v?t?/,堕落  Depravity is very dishonest or immoral behaviour.
291,apt,/?pt/,"1.  适宜的,  恰当的  appropriate or suitable in the circumstances
2.    有...的倾向  be apt to do sth : having a tendency to do something"
292,babble,/?b?b?l/,"唠叨;  喋喋不休  to talk rapidly and continuously in a foolish, excited, or incomprehensible way"
293,agitation,/??d???te???n/,"1.  焦虑,  紧张激动  a state of anxiety or nervous excitement
2.  鼓动,  煽动  the action of arousing public concern about an issue and pressing for action on it"
294,unprincipled,/?n?pr?ns?p?ld/,"缺乏原则的;  不讲道德的  If you describe a person or their  actions as unprincipled,  you are criticizing them
for their lack of moral principles and because they do things which are immoral or dishonest."
295,platitude,/?pl?t??tju?   d/,"陈词滥调,  老生常谈   a  remark  or  statement,  especially  one  with  a  moral  content,  that  has  been  used  too
often to be interesting or thoughtful"
296,antipathy,/?n?t?p?θ?/,憎恶  a strong feeling of dislike or hostility toward someone or something
297,chary,/?t???r?/,"谨慎的  If you are chary of doing something, you are fairly cautious about doing it."
298,allegiance,/??li?   d??ns/,"效忠，忠诚  Your allegiance is your support for and loyalty to a particular group, person, or belief：  fidelity"
299,disinterested,/d?s??ntr?st?d/,"客观的， 公正无私的   able  to  judge  a  situation  fairly  because  you  are  not  concerned  with  gaining  any
personal advantage from it : objective, impartial, unbiased"
300,embittered,/?m?b?t?d/,"怨愤的；满腹牢骚的  angry, sad, or full of hate because of bad or unfair things that have happened to you"
301,voluble,/'v?ljubl/,健谈的;  滔滔不绝的  talking a lot with great energy and enthusiasm
302,allude (to),/??lu?   d/,影射，暗指  allude to sb/sth：to mention something or someone indirectly
303,banter,/?b?nt?/,(善意的)戏谑；逗弄  to speak to or address in a witty and teasing manner
304,swindle,/?sw?nd?l/,诈骗，欺诈，骗取(钱财) to get money from someone by deceiving them：cheat
305,panegyrize,/'p?n?d??ra?z/,"致颂词,  写颂文;  赞颂  speak or write in praise of; eulogize"
306,acidulous,/?'sidjul?s/,带酸味的；尖刻的；带讽刺意味的  somewhat acid or harsh in taste or manner
307,oscillate,/'?sileit/,"摇摆不定，犹豫     to keep changing from one belief, feeling, condition, etc., to an opposite one"
308,difficulty,/?d?f?k?lt?/,"困难,  困境  the state or condition of being difficult"
309,plead,/pli?   d/,"恳求，祈求，央求  to ask for something that you want very much, in a sincere and emotional way：beg"
310,hermit,/?h??   m?t/,"(一般指出于宗教原因的)  隐士，独居修道士；遁世者  someone who lives alone and has a simple way of life,
usually for religious reasons：  recluse"
311,conglomeration,/k?n?ɡl?m??re???n/,"聚集物;  混合体  A conglomeration of things is a group of many different things, gathered together."
312,remote,/r??m??t/,"1. (人)  孤高的,  冷淡的,  不友善的  (of a person) aloof and unfriendly in manner
2. (机会或可能性)  渺茫的，微乎其微的  if a chance or possibility of something happening is remote, it is not
very likely to happen"
313,turpitude,/?t??   p??tju?   d/,"邪恶，堕落  very immoral or dishonest behaviour: depravity, wickedness"
314,riot,/?ra??t/,"骚乱，暴乱，暴动  a situation in which a large crowd of people are behaving in a violent and uncontrolled
way, especially when they are protesting about something"
315,riveting,/?r?v?t??/,"引人入胜的     If you describe something as riveting, you mean that it is extremely interesting and exciting,
and that it holds your attention completely."
316,saturnine,/?s?t??na?n/,"忧郁的，阴沉的  looking sad and serious, especially in a threatening way"
317,violation,"/,vai?'lei??n/","(对法律、协议、原则等的)  违背，违反  an action that breaks a law, agreement, principle etc"
318,wacky,/?w?k?/,"滑稽古怪的,  怪癖的  funny or amusing in a slightly odd or peculiar way"
319,sedition,/s??d???n/,"(反对国家或君主权威的)  煽动性言行   conduct  or speech inciting people to  rebel against the authority  of a
state or monarch"
320,immoral,/??m?r?l/,不道德的，道德败坏的  morally wrong
321,tardy,/?tɑ?   d?/,"1.  迟到的,  晚的  delaying or delayed beyond the right or expected time; late
2. (行动,  反应)  缓慢的  slow in action or response; sluggish"
322,opacity,/?u'p?siti/,"1.  不透明，半透明  the condition of lacking transparency or translucence
2.  晦涩，难解  obscurity of meaning"
323,mourn,/m??   n/,"1.   哀悼,   悼念( 通常有穿黑衣等习俗)  feel  or  show  deep  sorrow  or  regret  for  (someone  or  their  death), typically by following conventions such as the wearing of black clothes
2.  对(失去某物)感到悲伤或遗憾  feel regret or sadness about (the loss or disappearance of something)"
324,sneaky,/?sni?   k?/,偷偷摸摸的，鬼鬼祟祟的  doing things in a secret and often dishonest or unfair way：  underhand
325,prerogative,/pr??r?ɡ?t?v/,"特权     If something is the prerogative of a particular person or group, it is a privilege or a power that only
they have."
326,mulish,/?mju?   l??/,"似骡的;  顽固的，执拗的  resembling or likened to a mule in being stubborn：obstinate, headstrong"
327,frugal,/?fru?   ɡ?l/,"1.  节俭的,  俭省的  sparing or economical as regards money or food
2.  简单且花钱少的;  廉价的  simple and plain and costing little"
328,bumptious,/?b?mp??s/,自吹自擂的，自高自大的，自负的  too proud of your abilities in a way that annoys other people：arrogant
329,wicked,/?w?k?d/,邪恶的；缺德的  behaving in a way that is morally wrong：evil
330,foresee,/f??   ?si?   /,"预见,  预知  be aware of beforehand；predict"
331,pleonasm,/?pli?   ??n?z?m/,"冗词,  赘述  the use of more words than necessary or an instance of this, such as a tiny little child"
332,clichés,/?kli?   ?e?/,陈词滥调  a trite phrase or expression
333,filthy,/?f?lθ?/,十分肮脏的，污秽的  extremely dirty
334,tactile,/?t?kta?l/,"1.  触觉的,  与触觉有关的  of or connected with the sense of touch
2.  能触到的;  真实的  perceptible by touch or apparently so; tangible"
335,hidden,/?h?d?n/,隐秘的;  隐藏的  kept out of sight; concealed
336,temperance,/'temp?r?ns/,"1.  戒酒；禁酒  the practice of drinking little or no alcohol
2.  节欲，自制  the practice of always controlling your actions, thoughts, or feelings so that you do not eat
or drink too much, become too angry, etc."
337,penurious,/pi'nju?ri?s/,"1.  赤贫的,  极端贫困的  extremely poor; poverty-stricken
2.  不足的,  缺乏的  characterized by poverty or need  不足的,  缺乏的
3.  吝啬的,  小气的  parsimonious; mean"
338,quell,/kwel/,"1.    镇压  to end or stop something usually by using force
2.  平息  to calm or reduce something, such as fear or worry"
339,compound,/k?m'paund/,使恶化，加剧    to make a difficult situation worse by adding more problems  ：  exacerbate
340,comical,/?k?m?k?l/,"滑稽的，荒诞可笑的   behaviour  or  situations  that  are  comical are  funny  in  a  strange  or  unexpected  way  :
amusing"
341,amalgamate,/??m?lɡ??me?t/,"(使)混合;  (使)合并   if  two  organizations  amalgamate,  or  if  one  amalgamates  with  another,  they  join  and
make one big organization"
342,wastrel,/?we?str?l/,"1.  浪费者,  挥霍者,  败家子  one who expends resources foolishly and self-indulgently: profligate
2.  流浪儿  vagabond, waif"
343,exult,/?ɡ?z?lt/,"(尤因做某事成功而)欢欣鼓舞，扬扬得意  to show that you are very happy and proud, especially because you
have succeeded in doing something"
344,addle,/'?dl/,使思维混乱，使糊涂  to confuse someone so they cannot think properly
345,expunge,/?k?sp?nd?/,"除去,  抹去,  删除,  勾销  to erase or remove completely (something unwanted or unpleasant)"
346,discombobulate,/disk?m'b?bjuleit/,"使混乱,  使困惑    to throw into confusion"
347,preach,/pri?   t?/,"布道，讲道  to talk about a religious subject in a public place, especially in a church during a service"
348,commencement,/k?'mensm?nt/,开始，开端  the beginning of something
349,uprising,/??p?ra?z??/,"起义,   暴动   a  usually  violent  effort  by  many  people  to  change  the  government  or  leader  of  a  country：
rebellion, revolt"
350,extoll,/ik'st?ul/,颂扬；赞美  to praise highly : glorify
351,hallowed,/'h?l?ud/,"1. (宗教上)  神圣的  holy or made holy by religious practices：holy, sacred, consecrated
2.  重要而受尊崇的  important and respected by a lot of people：revered"
352,mordant,/?m??   d?nt/,"(尤指幽默)  挖苦式的,  尖刻的  (especially of humour) having or showing sharp or critical quality; biting"
353,turncoat,/?t??   n?k??t/,叛党者，变节者  someone who stops supporting a political party or group and joins the opposing side
354,derogate,/'der?ge?t/,毁誉;  贬低  to cause to seem inferior or be in disrepute; detract
355,perpend,/'p?:pend/,仔细考虑；深思  to reflect on carefully：ponder
356,stolid,/?st?l?d/,"感情不外露的   If  you  describe  someone  as  stolid,  you  mean  that  they  do  not  show  much  emotion  or  are
not very exciting or interesting.  ：unemotional, impassive"
357,spare,/sp??/,"(写作、绘画等风格)   简朴的，不加渲染的   a  spare  style  of  writing,  painting  etc  is  plain  or  basic  and  uses
nothing unnecessary"
358,grumpy,/?ɡr?mp?/,脾气坏的，易怒的  bad-tempered and easily annoyed : irritable
359,nonplus,/n?n?pl?s/,使迷惑;  使混乱  to put at a loss; confound
360,downcast,/?da?n?kɑ?   st/,"1.  情绪低落的  If you are downcast, you are feeling sad and without hope.
2.  ( 因伤心或尴尬而) 向下看的      If  your  eyes  are  downcast,  you  are  looking  toward  the  ground,  usually
because you are feeling sad or embarrassed."
361,pusillanimous,/?pju?   s??l?n?m?s/,"优柔寡断的;  胆怯的,  怯弱的  showing a    lack of courage or determination; timid; cowardly"
362,bombastic,/?b?m?b?st?k/,辞藻华丽空洞的  bombastic language contains long words that sound important but have no real meaning
363,bedeck,/b??d?k/,装饰，点缀  to decorate something such as a building or street by hanging things all over it
364,malcontented,"/,m?lk?n'tentid/",不满的  dissatisfied with the existing state of affairs
365,melodious,/m??l??d??s/,优美的;  悦耳的;  动听的  having or making a pleasant musical sound
366,servile,/?s??   va?l/,"奴性的;  恭顺的  If you say  that someone is servile, you disapprove of them because they are too eager  to
obey someone or do things for them."
367,temerity,/t??m?r?t?/,"鲁莽，冒失；蛮勇  the quality of being confident and unafraid of danger or punishment especially in a way
that seems rude or foolish"
368,scorn,/sk??   n/,鄙视，嘲笑  to feel or express contempt or derision for
369,monumental,/?m?nj??m?nt?l/,"1.  巨大的  You can use monumental to emphasize the large size or extent of something.
2.  意义深远的;  不朽的  If you describe a book or musical work as monumental, you are emphasizing that it
is very large and impressive, and is likely to be important for a long time."
370,malicious,/m??l???s/,"怀有恶意的，恶毒的  very unkind and cruel, and deliberately behaving in a way that is likely to upset or hurt
someone"
371,crafty,/?krɑ?   ft?/,"狡猾的,  诡计多端的  clever at achieving one's aims by indirect or deceitful methods"
372,pejorative,/p??d??r?t?v/,（言语）轻蔑的，贬损的，批评的    insulting to sb or sth  ：  expressing criticism
373,deep-rooted,/'di:p'ru:tid/,"(习惯、观念、信仰等)  根深蒂固的  a deep-rooted habit, idea, belief etc is so strong in a person or society that
it is very difficult to change or destroy it : deep-seated"
374,merriment,/?m?r?m?nt/,"欢笑；欢乐，兴高采烈  laughter, fun, and enjoyment"
375,propensity,/pr??p?ns?t?/,"(行为)  倾向  A propensity to do something or a propensity for something is a natural tendency to behave
in a particular way."
376,secret,/?si?   kr?t/,秘密的，隐秘的  known about by only a few people and kept hidden from others
377,bulky,/?b?lk?/,庞大的，笨重的，体积大的  large and difficult to carry or store
378,jocular,/?d??kj?l?/,"爱开玩笑的,  幽默的,  滑稽的  fond of or characterized by joking; humorous or playful"
379,rail,/re?l/,"批评,  谴责  to revile or scold in harsh, insolent, or abusive language"
380,ire,/a??/,愤怒  intense and usually openly displayed anger
381,quagmire,/?kw?ɡ?ma??/,"泥潭;   指困难、复杂或讨厌的困境且不易从中脱身   A  quagmire  is  a  difficult,  complicated,  or  unpleasant
situation which is not easy to avoid or escape from."
382,meek,/mi?   k/,温顺的，驯服的  very quiet and gentle and unwilling to argue with people
383,renaissance,/r??ne?s?ns/,复兴，再生  a revival of or a renewed interest in something
384,arresting,/??r?st??/,"引人注意的,  有趣的  catching the attention：striking, impressive"
385,spendthrift,/?sp?nd?θr?ft/,"挥霍者,  浪费者  someone who spends money in an extravagant, irresponsible way"
386,agony,/??ɡ?n?/,极大痛苦  Agony is great physical or mental pain.
387,celerity,/si'ler?ti/,迅速;  敏捷  rapidity; swiftness; speed
388,colloquial,/k??l??kw??l/,"口语的，会话的   language  or  words  that  are  colloquial  are  used  mainly  in  informal  conversations  rather
than in writing or formal speech"
389,slander,/?slɑ?   nd?/,"诽谤，诋毁，造谣中伤  to say false things about someone in order to damage other people's good opinion
of them"
390,inscrutable,/?n?skru?   t?b?l/,"不可理解的,  难以解释的  impossible to understand or interpret"
391,byzantine,/b??z?n?ta?n/,错综复杂的  highly complex
392,docile,/?d??sa?l/,"驯服的，容易控制的，温顺的  quiet and easily controlled：submissive, tractable"
393,embellished,/?m?b?l??/,"1.  装饰  to make beautiful with ornamentation : decorate
2.  给(故事或敍述)添枝加叶；对…加以渲染  to make a story or statement more interesting by adding details
that are not true：embroider"
394,compatible,/k?m?p?t?b?l/,"1.  可共存的，可兼用的  able to exist or be used together without causing problems
2. (因为观点或兴趣相同而)关系好的，和睦相处的   two  people that  are compatible  are able to  have a  good
relationship because they have similar opinions or interests"
395,treachery,/?tr?t??r?/,背叛，变节；不忠  betrayal of a trust：  perfidy，treason  ，infidelity
396,gallant,/?g?l?nt/,"英勇的  If someone is gallant, they behave bravely and honourably in a dangerous or difficult situation."
397,sparing,/?sp??r??/,节约的  Someone who is sparing with something uses it or gives it only in very small quantities.
398,tribulation,/?tr?bj??le???n/,"苦难,  艰难,  磨难  a state of great trouble or suffering"
399,revere,/r??v??/,"尊敬,  崇敬  to respect and admire someone or something very much"
400,righteous,/?ra?t??s/,"正直的,  公正的  morally right or justifiable"
401,quirk,/kw??   k/,"1.  怪癖；古怪  a strange habit or feature of someone' s character, or a strange feature of something
2. (偶然发生的)  奇事，巧合  something strange that happens by chance"
402,sycophant,/?s?k?f?nt/,"怕马屁的人,   谄媚者   a  person  who  acts  obsequiously  towards  someone  in  order  to  gain  advantage;  a
servile flatterer"
403,temporize,/?t?mp??ra?z/,(为争取时间而)拖延  to delay or avoid making a decision in order to gain time
404,immense,/??m?ns/,巨大的  extremely large：enormous
405,cataclysm,/?k?t??kl?z?m/,大变化;  大灾难  A cataclysm is an event that causes great change or harm.
406,innuendo,/??nj???nd??/,影射;  暗讽  Innuendo is indirect reference to something rude or unpleasant.  ：insinuation
407,gluttonous,/'ɡl?t?n?s/,"贪食的;  贪婪的  If you think that someone eats too much or is greedy, you can say they are gluttonous."
408,skinflint,/?sk?n?fl?nt/,"吝啬鬼,  守财奴  a person who spends as little money as possible; a miser"
409,appease,/??pi?   z/,"平息；安抚，抚慰  to make someone less angry or stop them from attacking you by giving them what they
want"
410,gridlock,/?ɡr?d?l?k/,僵局；交通全面堵塞
411,aplomb,/??pl?m/,"沉着;  镇定  If you do something with aplomb, you do it with confidence in a relaxed way."
412,infinitesimal,/??nf?n??t?s?m?l/,极(微)小的  extremely small
413,mellifluous,/m??l?fl??s/,"悦耳的;  温柔的;  动听的   A  mellifluous  voice or  piece  of  music  is  smooth  and  gentle  and  very  pleasant  to
listen to."
414,lassitude,/?l?s??tju?   d/,"无力;  困乏;  倦怠  Lassitude is a state of tiredness, laziness, or lack of interest."
415,exultation,"/,eɡz?l'tei??n/",狂喜；得意  a feeling of extreme joy
416,hint,/h?nt/,"1. N  暗示  a slight or indirect indication or suggestion
2. V  暗示  to suggest or indicate something indirectly or covertly"
417,holy,/?h??l?/,神圣的  dedicated or consecrated to God or a religious purpose; sacred
418,torpid,/?t??   p?d/,迟钝的，懒散的；昏昏欲睡的，有气无力的  not active because you are lazy or sleepy
419,gibberish,/?d??b?r??/,令人费解(或毫无意义)的话(或文字);  胡言乱语  unintelligible or meaningless speech or writing; nonsense
420,massacre,/?m?s?k?/,"屠杀  to kill a lot of people or animals in a violent way, especially  when they  cannot defend themselves：
slaughter"
421,ductile,/?d?kta?l/,"easily led or influenced：plastic, pliable, tractable, malleable"
422,foreshadow,/f??   ???d??/,预示，是…的预兆  to show or say that something will happen in the future
423,terse,/t??   s/,"(回答、信息等)  简短的〔常表示厌烦〕  a terse reply, message etc uses very few words and often shows that
you are annoyed"
424,heedful,/'hi:dful/,"留心的,  注意的,  听从的  aware of and attentive to"
425,bilious,/?b?l??s/,"1.  令人作呕的  If someone describes the appearance of something as bilious, they mean that they think it looks unpleasant and rather disgusting.
2.   怒 气 冲 天 的    Bilious  is  sometimes  used  to  describe  the  feelings  or  behaviour  of  someone  who  is
extremely angry or bad-tempered."
426,sedate,/s??de?t/,"沉静的;  庄重的;  不苟言笑的  If you describe someone or something as sedate, you mean that they are quiet
and rather dignified, though perhaps a bit dull."
427,loyalty,/?l???lt?/,忠诚  Loyalty is the quality of staying firm in your friendship or support for someone or something.
428,languor,/?l??ɡ?/,"慵 懒 ;   悠 然    Languor  is  a  pleasant  feeling  of  being  relaxed  and  not  having  any  energy  or  interest  in
anything."
429,disputatious,/d??spju?   t?t?v/,"1. (人)好争辩的  fond of having heated arguments
2.  争论激烈的,  引起争议的  (of an argument or situation) motivated by or causing strong opinions"
