序号,单词,音标,释义
206,frivolous,[ˈfrɪvələs],"1.  不严肃的，草率的  not serious or sensible, especially in a way that is not suitable for a particular occasion
2〔.  人〕轻浮的〔含贬义〕a frivolous person likes having fun rather than doing serious or sensible things - used to show disapproval"
207,gawky,[ˈɡɔː   ki],行动[举止]笨拙的  someone who is gawky moves or behaves in an awkward way  ：  clumsy，ungainly
208,syntactical,[sɪnˈtæktɪkəl],句法的，依照句法的  of or relating to or conforming to the rules of syntax
209,brandish,[ˈbrændɪʃ],"〔危险或气势汹汹地〕挥舞〔尤指武器〕  【书面】  to wave something around in a dangerous or threatening
way, especially a weapon"
210,self-righteous,['self'raitʃəs],"自以为是的  having  or  showing  a  strong  belief  that  your  own  actions,  opinions,  etc.,  are  right  and  other
people's are wrong"
211,thoroughgoing,[ˌθɜː   roʊˈɡoʊɪŋ],"完全的;  十足的   You  use  thoroughgoing  to  emphasize  that  someone  or  something  is  fully  or  completely
the type of person or thing specified."
212,attenuate,[əˈtɛnjuet],"to make (something) weaker or less in amount, effect, or force"
213,antedate,[ˌæntiˈdeɪt],先于  to be or occur at an earlier date than
214,remedial,[rɪˈmidɪəl],"1.〔帮助后进学生的〕补习课程/班/老师等  remedial course/class/teacher etc
a special course etc that helps students who have difficulty learning something
2.补救的；纠正的  intended to improve something that is wrong
3.  用于治疗的 intended to cure a problem with someone’s health"
215,annul,[əˈnʌl],"宣布… 无效   If  an  election  or  a  contract  is  annulled,  it  is  declared  invalid,  so  that  legally  it  is  considered
never to have existed."
216,revolt,[rɪˈvolt],"1.  反叛，叛乱；造反   if  people  revolt,  they  take  strong  and  often  violent  action  against  the  government, usually with the aim of taking power away from them .
2.  反抗，拒绝服从〔权威、规定或法律〕  to refuse to accept someone’s authority or obey rules or laws
3.使作呕； 使反感；使震惊   if  something  revolts  you,  it  is  so  unpleasant  that  it  makes  you  feel  sick  and shocked"
217,bromide,[ˈbroʊmaɪd],"陈词滥调 A bromide is a comment that is intended to calm someone down when they are angry, but that
has been expressed so often that it has become boring and meaningless."
218,banish,[ˈbænɪʃ],"1.  驱逐，赶走 to not allow someone or something to stay in a particular place .
2.  消除〔想法〕；打消〔念头〕to try to stop thinking about something or someone literary"
219,immure,[ɪˈmjʊr],监禁，禁闭  to shut someone in a place so that they cannot get out
220,menacing,[ˈmenəsɪŋ],"威胁的  If someone or something looks menacing, they give you a feeling that they are likely to cause you
harm or put you in danger."
221,pithy,[ˈpɪθi],"简明扼要的 A pithy comment or piece of writing is short, direct, and full of meaning."
222,inure,[ɪˈnjʊr],使习惯；使适应(常与 to 连用)：
223,incipient,[ɪnˈsɪpiənt],开始发生的;  正在发展的     An incipient situation or quality is one that is starting to happen or develop.
224,rein in,[ren] [ɪn],控制  To rein in something means to control it  ：  curb，  restrain
225,bridle,[ˈbraɪdl],rein in  ，  curb，  restrain
226,dislocation,[ˌdɪsloˈkeʃən],"(制度、进程、生活方式的)紊乱  Dislocation is a situation in which something such as a system, process, or way
of life is greatly disturbed or prevented from continuing as normal."
227,disentangle,[ˌdɪsɪnˈtæŋɡl],"1.  理顺，分清〔混杂的不同观念或信息〕to separate different ideas or pieces of information that have become confused together .
2.  〔从困境中〕解脱出来  disentangle yourself (from sb/sth):to escape from a difficult situation that you are involved in
3.    解开〔绳、线等〕的结 to remove knots from ropes, strings etc that have become twisted or tied together"
228,prop up,[prɑp] [ʌp],支撑;  维持     To prop up something means to support it or help it to survive.
229,indemnify,[ɪnˈdemnɪfaɪ],"1.保证〔遇损坏或损失时〕赔偿  to promise to pay someone if something they own is damaged or lost     .
2.赔偿，补偿〔损失、伤害或损毁 to pay someone money because of loss, injury, or damage that they have
suffered"
230,manacle,[ˈmænəkl],"铐上   If  a  prisoner  is  manacled,  their  wrists  or  legs  are  put  in  manacles  in  order  to  prevent  them  from
moving or escaping."
231,clerical,[ˈklɛrɪkl],"办公室文书工作的   Clerical  jobs,  skills,  and  workers  are  concerned  with  routine  work  that  is  done  in  an
office."
232,dissolution,[ˌdɪsəˈluʃən],"1〔团体、机构等的〕解散，解体.the act of breaking up an organization, institution etc so that it no longer
exists
2.〔某事物的〕衰败，消亡 the process by which something gradually becomes weaker and disappears"
233,meld,[meld],"（使）融合，（使）合并，（使）结合  if two things meld, or if you meld them, they combine into one thing"
234,premeditated,[ˌpriː   ˈmedɪteɪtɪd],"预谋(某事，如暴力的犯罪)  done  or  made  according  to  a  plan  :  planned  in  advance  ;  to  plan  or  consider
(something, such as a violent crime) beforehand"
235,plod,[plɑd],to work monotonously and laboriously : drudge
236,sporadic,[spəˈrædɪk],零星的  Sporadic occurrences of something happen at irregular intervals.
237,materialism,[məˈtɪrɪəlɪzəm],"1.物质主义  Materialism is the attitude of someone who attaches a lot of importance to money and wants to possess a lot of material things.
2.唯物主义 Materialism is the belief that only physical matter exists, and that there is no spiritual world."
238,entrench,[ɪnˈtrentʃ],"确保(地位等)，确立，使(自己)处于有力(或牢固、稳固)地位     If something such as power, a custom, or an idea
is entrenched, it is firmly established, so that it would be difficult to change it."
239,worthwhile,[ˈwɝθˈwaɪl],"值得的   If  something  is  worthwhile,  it  is  enjoyable  or  useful,  and  worth  the  time,  money,  or  effort  that  is
spent on it."
240,ecstatic,[ɪkˈstætɪk],"欣喜若狂的     If you are ecstatic, you feel very happy and full of excitement."
241,euphoric,[juː   ˈfɒrɪk],"狂喜的  If you are euphoric, you feel intense happiness and excitement."
242,disgruntled,[dɪsˈɡrʌntld],"〔尤因事情未如所愿发生而〕失望的，不满的  annoyed or disappointed, especially because things have not
happened in the way that you wanted  ：  discontented，dissatisfied"
243,forsake,[fɔrˈsekˌ  fə-],放弃     to give up or leave (someone or something) entirely：abandon
244,treachery,[ˈtrɛtʃəri],背叛，变节；不忠  betrayal of a trust：  perfidy，treason  ，infidelity
245,allegiance,[əˈlidʒəns],"效忠，忠诚  Your allegiance is your support for and loyalty to a particular group, person, or belief：  fidelity"
246,ruinous,[ˈruː   ɪnəs],"毁灭性的  causing or likely to cause damage or destruction
贵的  costing far too much money"
247,humdrum,[ˈhʌmdrʌm],"平凡的;  单调乏味的;  令人厌烦的  If you describe someone or something as humdrum, you mean that they
are ordinary, dull, or boring."
248,nonchalant,[ˌnɑnʃəˈlɑnt],"若无其事的;  漠不关心的  If you describe someone as nonchalant, you mean that they appear not to worry
or care about things and that they seem very calm."
249,pandemonium,[ˌpændəˈmoʊniəm],"大吵大闹；一片混乱     If there is pandemonium in a place, the people there are behaving in a very noisy and
uncontrolled way."
250,charlatan,[ˈʃɑː   rlətən],假充内行的骗子（含贬义）  someone who pretends to have special skills or knowledge
251,pensive,[ˈpɛnsɪv],"沉思的；郁郁不乐的  thinking a lot about something, especially because you are worried or sad"
252,indigenous,[ɪnˈdɪdʒənəs],"本土的;  当地的   Indigenous  people  or things belong to  the country  in which they  are found,  rather than
coming there or being brought there from another country."
253,halcyon,[ˈhælsɪən],"(旧日时光)平静的;  幸福的  very happy and successful：calm  ，peaceful；A halcyon time is a time in the past
that was peaceful or happy."
254,askance,[əˈskæns],"质疑地     If you look askance at someone or something, you have a doubtful or suspicious attitude toward
them."
255,jaded,[ˈdʒeɪdɪd],"厌倦的  If you are jaded, you feel bored, tired, and not enthusiastic, because you have had too much of the
same thing."
256,contumacy,[ˈkɒntjʊməsɪ],"顽 固 叛 逆 ;   反 抗 权 威    obstinate  and  wilful  rebelliousness  or  resistance  to  authority;  insubordination;
disobedience"
257,adjacent,[ə'dʒesnt],"相邻的  If one thing is adjacent to another, the two things are next to each other."
258,vie,[vaɪ],"争夺；竞争  (常与  for，  with  连用)If one person or thing is vying with another for something, the people or
things are competing for it."
259,peevish,[ˈpivɪʃ],易怒的;  脾气坏的  Someone who is peevish is bad-tempered.
260,standoffish,[ˈstændˈɔː   fɪʃ],"冷淡的;  不友好的 If you say that someone is standoffish, you mean that they behave in a formal and rather
unfriendly way."
261,snide,[snaɪd],"挖苦的，讽刺的 if you say something snide, you say something unkind, often in a clever, indirect way"
262,brainchild,[ˈbreɪntʃaɪld],智慧结晶 Someone's brainchild is an idea or invention that they have thought up or created.
263,consecrate,[ˈkɑː   nsɪkreɪt],"1.把…奉为神圣；尊崇：  This battlefield is consecrated to the memory of soldiers who died here.这个战场被视为圣地以纪念死于此处的战士。
2.奉献，献身：They consecrated their lives to the liberation of their motherland.  他们把生命献给了祖国的解
放事业。"
264,grouchy,[ˈɡraʊtʃi],"好抱怨的;  好发牢骚的  If someone is grouchy, they are very bad-tempered and complain a lot."
265,sordid,[ˈsɔː   rdɪd],"卑鄙的;  不诚实的  If you describe someone's behaviour as sordid, you mean that it is immoral or dishonest.肮脏的    If you describe a place as sordid, you mean that it is dirty, unpleasant, or depressing."
266,patronizing,[ˈpeɪtrənaɪzɪŋ],"显出优越感的 If someone is patronizing, they speak or behave toward you in a way that seems friendly, but
that shows that they think they are superior to you."
267,audacity,[ɔː   ˈdæsəti],a confident and daring quality that is often seen as shocking or rude :     temerity
268,vaunt,[vɔː   nt],"自夸  to describe, praise, or display (one's success, possessions, etc) boastfully"
269,oration,[ɔː   ˈreɪʃn],演说 An oration is a formal speech made in public.
270,coagulate,[koʊˈæɡjuleɪt],"凝固  When a liquid coagulates, it becomes very thick."
271,riveting,[ˈrɪvɪtɪŋ],"引人入胜的   If  you  describe  something  as  riveting,  you  mean  that  it  is  extremely  interesting  and  exciting,
and that it holds your attention completely."
272,peremptory,[pəˈremptəri],"霸道的;  专横的     Someone who does something in a peremptory way does it in a way that shows that they
expect to be obeyed immediately."
273,pizzazz,[pɪˈzæz],"激情;   活力   If  you  say  that  someone  or  something  has  pizzazz,  you  mean  that  they  are  very  exciting,
energetic, and stylish."
274,revoke,[rɪˈvok],"撤销;   废除   When  people  in  authority  revoke  something  such  as  a  licence,  a  law,  or  an  agreement,  they
cancel it."
275,perjury,[ˈpɜː   rdʒəri],"伪证  If someone who is giving evidence in a court of law commits perjury, they lie."
276,idolatry,[aɪˈdɑlətri],"偶像崇拜  Someone who practises idolatry worships idols.
盲目崇拜 If you refer to someone's  admiration for a particular  person as idolatry,  you think  it is too great
and uncritical."
277,rescind,[rɪˈsɪnd],"撤销，  (政府或掌权团体)废除(法律或协议);       If a government or a group of people in power rescind a law or
agreement, they officially withdraw it and state that it is no longer valid."
278,gerrymander,[ˈdʒerimændər],不公正划分(选区) to divide the constituencies of (a voting area) so as to give one party an unfair advantage
279,filibuster,[ˈfɪləˈbʌstɚ],"〔在美国国会或其他立法机构中〕以冗长的发言阻挠（议事）   to  try  to  delay  action in  Congress  or  another
law-making group by making very long speeches"
280,impiety,[ɪmˈpaɪəti],"〔对宗教或上帝的〕不虔诚，亵渎；不敬的行为  lack of respect for religion or God, or an action that shows this"
281,exhort,[ɪɡˈzɔrt],"劝告;  勉励     If you exhort someone to do something, you try hard to persuade or encourage them to do it."
282,etiquette,[ˈɛtɪkɛt],"(尤指特定阶层的)  礼仪; (尤指特定行业的)  规矩  Etiquette is a set of customs and rules for polite behaviour,
especially among a particular class of people or in a particular profession."
283,pander,[ˈpændɚ],"迎合   If  you  pander  to  someone  or  to  their  wishes,  you  do  everything  that  they  want,  often  to  get  some
advantage for yourself."
284,verity,[ˈverəti],重要的真理[准则，事实] an important principle or fact that is always true
285,cherubic,[tʃəˈruː   bɪk],"像天使一样可爱天真无邪的；  If someone looks cherubic, they look sweet and innocent like a cherub."
286,ocular,[ˈɑkjəlɚ],眼睛的;  视觉的  Ocular means relating to the eyes or the ability to see.
287,cull,[kʌl],挑出  to select or choose (someone or something) from a group
288,debonair,[ˌdɛbəˈnɛr],"温文尔雅的  A man who is debonair is confident, charming, and well dressed."
289,decrepit,[dɪˈkrɛpɪt],"1.破旧的  Something that is decrepit is old and in bad condition.
2.衰老的 Someone who is decrepit is old and weak."
290,defection,[dɪˈfekʃn],背叛，变节  withdrawing support or help despite allegiance or responsibility
291,correlation,[ˌkɔrəˈleʃən],相互关系;  关联     A correlation between things is a connection or link between them.
292,cow,[kaʊ],"胁迫;  恐吓  If someone is cowed, they are made afraid, or made to behave in a particular way because they
have been frightened or badly treated."
293,dissident,[ˈdɪsɪdənt],"( 意见或态度等) 不一致的，有不同意见的  disagreeing  especially  with  an  established  religious  or  political
system, organization, or belief  ：  iconoclastic  ，  maverick"
294,genteel,[dʒɛnˈtil],"1.彬彬有礼的，斯文的，文雅的  .polite, gentle, or graceful
2.上流社会的     from or relating to a good social class"
295,haggard,[ˈhæɡɚd],"面容枯槁的;   憔悴的   Someone  who  looks  haggard  has  a  tired  expression  and  shadows  under  their  eyes,
especially because they are ill or have not had enough sleep."
296,fathom,[ˈfæðəm],"理解   If  you  cannot  fathom  something,  you  are  unable  to  understand  it,  although  you  think  carefully
about it."
297,scruple,[ˈskrupl],"1.道德良知   Scruples  are  moral principles  or  beliefs  that  make  you unwilling  to  do  something  that  seems wrong.
2.对…有顾忌；对…感到不安     to be unwilling to do sth because you think it is improper ,morally wrong,etc."
298,reprisal,[rɪˈpraɪzl],"报复    If  you  do  something  to  a  person  in  reprisal,  you  hurt  or  punish  them  because  they  have  done
something violent or unpleasant to you."
299,forfeit,[ˈfɔrfət],"1.( 因违规或做错事而)   失去;   被迫放弃      If  you  forfeit  something,  you  lose  it  or  are  forced  to  give  it  up because you have broken a rule or done something wrong.
2. (尤指为获得别物而)  自愿放弃 If you forfeit something, you give it up willingly, especially so that you can
achieve something else."
300,emaciated,[ɪˈmeɪʃieɪtɪd],"(因疾病或缺乏食物而)极瘦的;  骨瘦如柴的  A person or animal that is emaciated is extremely thin and weak
because of illness or lack of food."
301,titular,[ˈtɪtʃələr],"名义上的 A titular job or position has a name that makes it seem important, although the person who has
it is not really powerful."
302,sully,[ˈsʌli],弄脏，玷污     to spoil or reduce the value of something that was perfect
303,subjugate,[ˈsʌbdʒuɡeɪt],"征 服  If   someone   subjugates  a   group  of  people,   they   take   complete  control   of  them,   especially  by
defeating them in a war."
304,seedy,[ˈsidi],"肮脏的;  声名狼藉的  If you describe a person or place as seedy, you disapprove of them because they look
dirty and messy, or they have a bad reputation."
305,fortuity,[fɔː   ˈtjuː   ətɪ],偶然  a chance or accidental occurrence
306,distraught,[dɪˈstrɔt],"心烦意乱的  If someone is distraught, they are so upset and worried that they cannot think clearly."
307,stodgy,[ˈstɑdʒi],"墨守成规的，古板而乏味的 if someone or something is stodgy, they are boring and formal or old-fashioned"
308,remission,[rɪˈmɪʃn],"1.〔重病的〕减轻，缓解（期）  a period when a serious illness improves for a time
2.〔债务的〕免除  when you allow someone to keep the money they owe you formal"
309,cloistered,[ˈklɔɪstərd],隐居的  separated from the rest of the world : protected from the problems and concerns of everyday life
310,miscellany,[ˈmɪsəleɪni],混合物;  大杂烩    A miscellany of things is a collection or group of many different kinds of things.
311,spry,[spraɪ],"(尤指老人)精力充沛的;  精神矍铄的  Someone, especially an old person, who is spry, is lively and active."
312,nimble,[ˈnɪmbl],"敏捷灵巧的      Someone  who  is  nimble  is  able  to  move  their  fingers,  hands,  or  legs  quickly  and  easily.机智的  If you say that someone has a nimble mind, you mean they are clever and can think very quickly."
313,tutelage,[ˈtuː   təlɪdʒ],"1.  受指导（期）；受监护（期）  when you are taught or looked after by someone  ：under sb’s tutelage
2.  监护，保护  responsibility for someone’s education, actions, or property"
314,philistine,[ˈfɪlɪstiː   n],"庸俗的;  平庸的;  可用来指不关心或不懂得艺术、音乐或文学价值的人  You can use philistine to describe people or  organizations  who  you  think  do  not  care  about  or  understand  the  value  of  good  art,  music,  or
literature."
315,suave,[swɑv],"圆滑的   behaving  in  a  relaxed,  confident,  and  pleasant  way  in  social  situations  :  smoothly  though  often
superficially gracious and sophisticated"
316,venial,[ˈvinɪəl],可宽恕的  easily excused or forgiven
317,beige,[beʒ],lacking distinction  ：  characterless，  featureless，  vanilla
318,repellent,[rɪˈpelənt],令人厌恶的  If you think that something is horrible and disgusting you can say that it is repellent.
319,duress,[duˈres],胁迫  To do something under duress means to do it because someone forces you to do it or threatens you.
320,unsparing,[ʌnˈsperɪŋ],"1.严厉的  严苛的  very harsh or severe
2.慷慨的；挥霍的  not sparing or frugal; lavish; profuse"
321,stamina,[ˈstæmɪnə],毅力  Stamina is the physical or mental energy needed to do a tiring activity for a long time.
322,browbeat,[ˈbraʊbiː   t],对…声色俱厉地进行威逼，对…以严词厉色威胁  to use threats or angry speech to make sb do or accept sth
323,malediction,[ˌmæləˈdɪkʃən],"诅咒；咒骂，中伤；诽谤     : curse , execration"
324,heyday,[ˈhede],"全盛时期  Someone's heyday is the time when they are most powerful, successful, or popular."
325,backfire,[ˈbækˈfaɪr],"事与愿违     If a plan or project backfires, it has the opposite result to the one that was intended."
326,fraught,[frɔt],"充满   ( 问题或风险)   的        If  a  situation  or  action  is  fraught  with  problems  or  risks,  it  is  filled  with  them.令人担忧的     If you say that a situation or action is fraught, you mean that it is worrisome or difficult."
327,garbled,[ˈɡɑː   rbld],"(信息或报告)  混乱不清的  A garbled message or report contains confused or wrong details, often because
it is spoken by someone who is nervous or in a hurry."
328,retard,[ˈrɪtɑrd],"阻碍;  减缓   If  something  retards  a  process,  or  the  development  of  something,  it  makes  it  happen  more
slowly."
329,indoctrinate,[ɪnˈdɑː   ktrɪneɪt],"灌输     If people are indoctrinated, they are taught a particular belief with the aim that they will reject othe
beliefs."
330,inoculate,[ɪˈnɑkjəˈlet],"1.灌输(思想等)：to inoculate somebody with new ideas     ：  to introduce sth into the mind of                        2.给...预防接种  To inoculate a person or animal means to inject a weak form of a disease into their body as
a way of protecting them against the disease."
331,maniacal,[məˈnaɪəkl],"( 行为) 极端的;   疯狂的;   狂热的      If  you  describe  someone's  behaviour  as  maniacal,  you  mean  that  it  is
extreme, violent, or very determined, as if the person were insane."
332,vagrant,[ˈveɡrənt],"流浪者
漂泊不定的，流浪的"
333,suborn,[səˈbɔː   rn],"贿赂(某人)做坏事;  煽动(某人)做坏事  to bribe, incite, or instigate (a person) to commit a wrongful act"
334,winsome,[ˈwɪnsəm],"迷人的;  有魅力的   If  you describe  a  person or  their  actions  or behaviour  as winsome,  you mean that  they
are attractive and charming."
335,lukewarm,[ˌlʊkˈwɔm],"不热情的;  不感兴趣的 If  you describe  a  person  or  their  attitude  as  lukewarm,  you  mean  that  they  are not
showing much enthusiasm or interest."
336,impregnable,[ɪmˈprɛɡnəbl],"不可战胜的;  无法撼动的  If you say that a person or group is impregnable, or their position is impregnable,
you think they cannot be defeated by anyone."
337,beseech,[bɪˈsiː   tʃ],"恳求;  央求  If you beseech someone to do something, you ask them very eagerly and anxiously."
338,sinecure,[ˈsaɪnɪkjʊr],"(尤指)报酬丰厚的挂名职务   A  sinecure is  a  job  for  which you  receive  payment  but  which does  not  involve
much work or responsibility."
339,gamely,[ˈɡemli],"勇敢地;  坚决地  If you do something gamely, you do it bravely or with a lot of effort."
340,gambit,[ˈɡæmbɪt],"(任何为取得优势的)策略(或行动) A gambit is an action or set of actions which you carry out in order to try to gain an advantage in a situation or game.
开场白     A  gambit  is  a  remark  which  you  make  to  someone  in  order  to  start  or  continue  a  conversation
with them."
341,desultory,[ˈdɛsəltɔri],"漫无目的的，毫无计划的，散漫的     Something that is desultory is done in an unplanned and disorganized
way, and without enthusiasm."
342,discombobulate,[ˌdɪskəmˈbɑbjəˌlet],使混乱    to throw into confusion
343,disenfranchise,[ˌdɪsɪnˈfræntʃaɪz],"剥夺  (某人群的)  权利  To disenfranchise a group of people means to take away their right to vote or other
rights that most other people have."
344,prerogative,[prɪˈrɑː   ɡətɪv],"特权     If something is the prerogative of a particular person or group, it is a privilege or a power that only
they have."
345,précis,[ˌpiː   ˈɑː   r] [ˌsiː   aɪˈes],大意，梗概，摘要  a sketchy summary of the main points of an argument or theory
346,preposterous,[prɪˈpɑː   stərəs],"荒 谬 的    If  you  describe  something  as  preposterous,  you  mean  that  it  is  extremely  unreasonable  and
foolish."
347,uncouth,[ʌnˈkʊθ],行为粗俗的  不礼貌的  behaving in a rude way : not polite or socially acceptable
348,gall,[ɡɔl],〔因某事不公正而〕使恼怒，激怒  to make someone feel upset and angry because of something that is unfair
349,dumbfound,[dʌmˈfaʊnd],"使惊呆;  使目瞪口呆     If someone or something dumbfounds you, they surprise you very much."
350,dulcet,[ˈdʌlsɪt],悦耳的  pleasing to the ear
351,besiege,[bɪˈsiː   dʒ],"1. 包围； 围攻； 围困  to  surround  a  city  or  castle  with  military  force  until  the  people  inside  let  you  take control .
2.(  一般用被动态)〔人、烦恼、想法等〕包围；缠扰   if  people,  worries,  thoughts  etc  besiege  you,  you  are
surrounded by them : beleaguer"
352,sequester,[sɪˈkwestər],"使...隔离  If someone is sequestered somewhere, they are isolated from other people."
353,beleaguer,[bɪˈliː   gə],"(为困难所)困扰,使烦恼：to cause constant or repeated trouble for (a person, business,etc.): besiege"
354,faux pas,[foʊ] pas,失礼     A faux pas is a socially embarrassing action or mistake.
355,inform,[ɪnˈfɔrm],"影响〔某人的态度或观点〕  to influence someone’s attitude or opinion
Her experience as a refugee informs the content of her latest novel."
356,telling,[ˈtɛlɪŋ],"显  露  真  相  的           If   something    is    telling,   it   shows    the    true    nature   of   a    person    or    situation.
How a man shaves may be a telling clue to his age.  一个男人如何刮脸也许会暴露他的实际年龄。"
357,boycott,[ˈbɔɪkɑt],"抵制， 拒绝参加    to  refuse  to  buy  something,  use  something,  or  take  part  in  something  as  a  way  of
protesting"
358,myopic,[maɪˈɒpɪk],"1.  目光短浅的;  缺乏远见的
2.  近视的"
359,encapsulate,[ɪnˈkæpsjuleɪt],概括  To encapsulate particular facts or ideas means to represent all their most important aspects in a very small space or in a single object or event.
360,bowdlerize,[ˈbaʊdləraɪz],"删改，删除〔书、剧本等中认为有冒犯性的部分〕to remove all the parts of a book, play etc that you think might
offend someone"
361,sanitize,[ˈsænɪtaɪz],"删除… 的不良内容， 净化   to  remove  particular  details  from  a  report,  story  etc  in  order  to  make  it  less offensive,  unpleasant,  or  embarrassing   ：    he  sanitized  version  of  events  which  was  reported  in  the
government-controlled media       受政府控制的媒体上对事件经过过滤的报道"
362,vituperate,[vaɪˈtjuː   pəˌreɪt],辱骂;  谩骂  to berate or rail (against) abusively; revile
363,fecund,[ˈfikənd],"1.土地肥沃的，生殖力旺盛的.capable of producing offspring or vegetation
2.创作能力强的，富有创造力的  intellectually productive"
364,grudge,[ɡrʌdʒ],勉强做〔某事〕；勉强给〔某物〕  to do or give something very unwillingly
365,forlorn,[fɚˈlɔrn],"1.孤苦伶仃的     If someone is forlorn, they feel alone and unhappy.
2.  不可能成功的  A forlorn hope or attempt is one that you think has no chance of success."
366,fortitude,[ˈfɔː   rtətuː   d],刚毅；不屈不挠  strength of mind that enables one to endure adversity with courage
367,grueling,[ˈgruː   əlɪŋ],"使人精疲力竭的    very difficult; requiring great effort: arduous, demanding, trying"
368,delve,[delv],"探索，探究     If you delve into something, you try to discover new information about it."
369,agog,[əˈɡɑː   ɡ],"兴奋的;  急切的  If you are agog, you are excited about something, and eager to know more about it."
370,congruent,[ˈkɑŋɡruənt],"相似的;  合适的 If one thing is congruent with another thing, they are similar or fit together well."
371,byzantine,[baɪˈzæntaɪn;  ˈbaɪzəntaɪn],错中复杂的  highly complex
372,chide,[tʃaɪd],"斥 责    If  you  chide  someone,  you  speak  to  them  angrily  because  they  have  done  something  bad  or
foolish."
373,inveigle,[ɪnˈveɪɡl],"诱骗   If  you  inveigle  someone  into  doing  something,  you  cleverly  persuade  them  to  do  it  when  they  do
not really want to."
374,expound,[ɪkˈspaʊnd],"阐释  If you expound an idea or opinion, you give a clear and detailed explanation of it."
375,gridlock,[ˈɡrɪdlɑk],僵局；交通全面堵塞
376,set forth,[sɛt] [fɔrθ],"阐明（观点）   to explain ideas  ，facts or opinions in  a clearly  organized  way in writing or  in a  speech  ：
expound"
377,inveigh,[ɪnˈveɪ],"猛烈抨击     If you inveigh against something, you criticize it strongly."
378,exceptionable,[ɪkˈsepʃənəbəl],(会)引起反对的;  可以反对的  open to or subject to objection; objectionable
379,seemly,[ˈsiː   mli],(行为或穿着)得体的  Seemly behaviour or dress is appropriate in the particular circumstances.
380,usurp,[juː   ˈzɜː   rp],"篡夺，夺取〔权力、地位、工作等〕  to take someone else’s power, position, job etc when you do not have
the right to"
381,vigilant,[ˈvɪdʒələnt],"警 惕 的       Someone  who  is  vigilant  gives  careful  attention  to  a  particular  problem  or  situation  and
concentrates on noticing any danger or trouble that there might be."
382,adamant,[ˈædəmənt],坚定不移的，顽强不屈的  very determined
383,demagogue,[ˈdeməɡɑː   ɡ],"蛊惑民心的政客，煽动民众的政客〔含贬义〕 a political leader who tries to make people feel strong emotions
in order to influence their opinions"
384,decorous,[ˈdekərəs],礼貌得体的     seemly，  polite，  punctilious
385,decorum,[dɪˈkɔː   rəm],"礼貌得体    Decorum is behaviour that people consider to be correct, polite, and respectable."
386,fidgety,[ˈfɪdʒɪti],"烦躁不安的  Someone who is fidgety keeps fidgeting, for example, because they are nervous or bored."
387,menial,[ˈminjəl],"卑微的    Menial work is very boring, and the people who do it have a low status and are usually badly paid."
388,kernel,[ˈkɝnl],"1.〔陈述、观点、计划等的〕核心，中心，要点  the most important part of a statement, idea, plan etc
2.〔果实的〕仁；核仁
3.  〔某物的〕极小一部分，微量"
389,attrition,[əˈtrɪʃən],"1.自然减员  when people leave a company or course of study and are not replaced .
2.〔对敌人的〕消耗， 消磨  the  process  of  gradually  destroying  your  enemy  or  making  them  weak  by
attacking them continuously"
390,irredeemable,[ˌɪrɪˈdiː   məbl],"〔因太糟而〕不能纠正的；无法补救的；不可救药的  too bad to be corrected, repaired, or saved formal"
391,irrevocable,[ɪˈrevəkəbl],"不可改变的  If a decision, action, or change is irrevocable, it cannot be changed or reversed."
392,invincible,[ɪnˈvɪnsəbl],"不可战胜的  If you describe an army or sports team as invincible, you believe that they cannot be defeated
indomitable"
393,precis,[preɪˈsiː   ],大意，梗概，摘要，概要  a sketchy summary of the main points of an argument or theory: outline， synopsis
394,jaunty,[ˈdʒɔnti],"充 满 信 心 和 活 力 的  If  you  describe  someone  or  something  as  jaunty,  you  mean  that  they  are  full  of
confidence and energy."
395,retribution,[ˌrɛtrɪˈbjuʃən],惩罚，报应     punishment for doing sth wrong：  reprisal，  revenge  ，vengeance
396,nitpick,[ˈnɪtpɪk],挑剔  be overly critical; criticize minor details：  carp，  cavil
397,drudgery,[ˈdrʌdʒəri],"苦差事   You  use  drudgery  to  refer  to  jobs  and  tasks  which  are  boring  or  unpleasant  but  which  must  be
done"
398,conversant,[kənˈvɜː   rsnt],"熟悉的  If you are conversant with something, you are familiar with it and able to deal with it."
399,efficacy,[ˈefɪkəsi],功效，效力  capacity or power to produce a desired effect
400,inexorable,[ɪnˈɛksərəbl],不可阻挡的 You use inexorable to describe a process that cannot be stopped.
401,harrowing,[ˈhæroʊɪŋ],折磨人的  A harrowing experience is extremely upsetting or disturbing.
402,hermetic,[hɝˈmɛtɪk],"1.封闭的;  与世隔绝的  You use hermetic to describe something which you disapprove of because it seems to be totally separate from other people and things in society.
2.relating to or characterized by occultism or abstruseness : recondite"
403,dissonance,[ˈdɪsənəns],不一致  Dissonance is a lack of agreement or harmony between things
404,squeal,[skwil],"发出长而尖的声音  If someone or something squeals, they make a long, high-pitched sound."
405,trying,[ˈtraɪɪŋ],"难对付的;  令人厌烦的     If you describe something or someone as trying, you mean that they  are difficult
to deal with and make you feel impatient or annoyed."
406,penchant,[ˈpentʃənt],"特别的喜好     If someone has a penchant  for something, they  have a special liking for it or a tendency to do it."
407,dissimulate,[dɪˈsɪmjuleɪt],"(以假象)掩饰(感情、意图、动机等)     When  people  dissimulate,  they  hide  their  true feelings,  intentions,  or
nature."
408,dexterity,[dɛk'stɛrəti],"(手或心思)灵巧  Dexterity is skill in using your hands, or sometimes your mind."
